item_id,image_filename,title_zh,title_en,sample_stratum_label,source_site_hint,source_page_url,image_file_url,github_image_url,license_status,attribution,notes,source_collection_url,exact_url_status,exact_url_confidence,exact_url_notes
08c6e2d550ba,images_raw/08c6e2d550ba.jpg,平静的湖,Calm Lake,厌恶,artist.artron.net,,,,unknown,苏阳阳,Exact title/filename match in local source folders; exact work-page URL and license still require verification. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
ef298d42dcb3,images_raw/ef298d42dcb3.jpg,入胜,Enthralling,敬畏,hanyuchen.artron.net,,,,unknown,韩玉臣,Exact title/filename match in local source folders; exact work-page URL and license still require verification. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://hanyuchen.artron.net/,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
690091d15403,images_raw/690091d15403.jpg,犀之爱,Rhinoceros Love,惊奇,artist.artron.net,https://artist.artron.net/artists23462/2-381541.html#w,,,unknown,苏大朝,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,title_match_on_source_collection_page,Matched collection-page work title: 犀之爱
2e127cc1741f,images_raw/2e127cc1741f.jpg,楠楠的幸福,Nan's Happiness,敬畏,haiyang.artron.net,,,,unknown,海阳,Exact title/filename match in local source folders; exact work-page URL and license still require verification. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://haiyang.artron.net/works_index_1,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
242613ff3ffe,images_raw/242613ff3ffe.jpg,死亡的快乐马戏团再次来到镇上,The Happy Circus of Death Comes to Town Again,悲伤,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/242613ff3ffe.jpg,unknown,Viktor Sheleg,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/zh/yi-shu-pin?hybrid_query=%20Viktor%20Sheleg%20,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
70b2a8615a4b,images_raw/70b2a8615a4b.jpg,中央美院旧址,Former Site of the Central Academy of Fine Arts,快乐,daize.artron.net,,,,unknown,戴泽,Exact title/filename match in local source folders; exact work-page URL and license still require verification. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://daize.artron.net/,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
bd2e9a0420fb,images_raw/bd2e9a0420fb.jpg,情侣,Couple,快乐,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/bd2e9a0420fb.jpg,unknown,Artmajeur painting browsing page,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
9b45ce47e3a3,images_raw/9b45ce47e3a3.jpg,俯瞰雪山,Overlooking Snow Mountain,敬畏,artist.artron.net,https://artist.artron.net/artists23471/2-384946.html#w,,,unknown,尘三,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://artist.artron.net/artists23471/sale-0-0-0-7-1/,exact_work_url_candidate,title_match_on_source_collection_page,Matched collection-page work title: 俯瞰雪山
24f730159543,images_raw/24f730159543.jpg,丘比特与蓝鸟,Cupid and the Bluebird,快乐,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/24f730159543.jpg,unknown,Picrate,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/picrate?view=grid&collections%5B%5D=1775407,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
25e948ee6e29,images_raw/25e948ee6e29.jpg,金婚庆典,Golden Wedding Celebration,快乐,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/25e948ee6e29.jpg,unknown,Jean-Humbert Savoldelli,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
c31d55b83053,images_raw/c31d55b83053.jpg,《山魂》,Mountain Soul,厌恶,huangjiannan.artron.net,,,,unknown,黄建南,needs_manual_review: title matches multiple local source-folder files; verify exact image before releasing image files. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://huangjiannan.artron.net/works_index_21,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
ae3fa8bc7708,images_raw/ae3fa8bc7708.jpg,隆胸,Breast Augmentation,厌恶,theartling.com,,,,unknown,TheArtling painting browsing page,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://theartling.com/en/art/painting,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
edc0c121e913,images_raw/edc0c121e913.jpg,亲密的幸福感,Intimate Happiness,恐惧,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/edc0c121e913.jpg,unknown,Milos Hronec,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
221db885cfc0,images_raw/221db885cfc0.jpg,生命之花,Flower of Life,愤怒,artist.artron.net,,,,unknown,苏大朝,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,multiple_exact_work_url_candidates,needs_manual_review,Multiple work links matched title on source collection page; verify exact image visually.
187d0f33837e,images_raw/187d0f33837e.jpg,江南山水,Jiangnan Landscape,宁静,mazhangcheng.artron.net,,,,unknown,马章乘,Exact title/filename match in local source folders; exact work-page URL and license still require verification. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://mazhangcheng.artron.net/,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
4742f89b46a4,images_raw/4742f89b46a4.jpg,自由的马,Horse of Freedom,快乐,artist.artron.net,,,,unknown,苏阳阳,Exact title/filename match in local source folders; exact work-page URL and license still require verification. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
2ebc385753bb,images_raw/2ebc385753bb.jpg,向上,Vers le haut,惊奇,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/2ebc385753bb.jpg,unknown,Antoine Alran,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/antoine-alran?view=grid&collections%5B%5D=2199799,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
ea18ed368692,images_raw/ea18ed368692.jpg,沐雪,Snow Bath,敬畏,hanyuchen.artron.net,,,,unknown,韩玉臣,Exact title/filename match in local source folders; exact work-page URL and license still require verification. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://hanyuchen.artron.net/,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
54820674c2de,images_raw/54820674c2de.jpg,马拉巴尔的时光,Time in Malabar,惊奇,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/54820674c2de.jpg,unknown,Ta,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/ta00?view=grid&collections%5B0%5D=2214331&page=1,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
d11570f99aea,images_raw/d11570f99aea.jpg,未来的幽灵,Specters of the Future,厌恶,theartling.com,,,,unknown,TheArtling painting browsing page,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://theartling.com/en/art/painting,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
8ca1fe82e404,images_raw/8ca1fe82e404.jpg,野性低语,Whispers of the Wild,厌恶,theartling.com,,,,unknown,TheArtling painting browsing page,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://theartling.com/en/art/painting,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
d1d1cc8a6540,images_raw/d1d1cc8a6540.jpg,拥抱,Embrace,快乐,theartling.com,,,,unknown,TheArtling painting browsing page,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://theartling.com/en/art/painting,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
0e42106d4e5d,images_raw/0e42106d4e5d.jpg,《财神-来客》,God of Wealth - Visitor,恐惧,huangjiannan.artron.net,,,,unknown,黄建南,needs_manual_review: title matches multiple local source-folder files; verify exact image before releasing image files. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://huangjiannan.artron.net/works_index_21,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
c49334837975,images_raw/c49334837975.jpg,维族女大夫,Uyghur Female Doctor,宁静,daize.artron.net,,,,unknown,戴泽,Exact title/filename match in local source folders; exact work-page URL and license still require verification. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://daize.artron.net/,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
f3274e0cb018,images_raw/f3274e0cb018.jpg,然乌湖上,Above Ranwu Lake,厌恶,hanyuchen.artron.net,,,,unknown,韩玉臣,Exact title/filename match in local source folders; exact work-page URL and license still require verification. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://hanyuchen.artron.net/,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
aafc679bb369,images_raw/aafc679bb369.jpg,攀登,Ascent,悲伤,chenkezhi.artron.net,,,,unknown,陈可之,needs_manual_review: title matches multiple local source-folder files; verify exact image before releasing image files. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://chenkezhi.artron.net/works_index_1,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
55552ff4cf01,images_raw/55552ff4cf01.jpg,水果碗,Fruit Bowl,恐惧,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/55552ff4cf01.jpg,unknown,Artmajeur painting browsing page,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
824073da84f8,images_raw/824073da84f8.jpg,催眠,Hypnosis,宁静,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/824073da84f8.jpg,unknown,Claire Denarie-Soffietti,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/claire-denarie-soffietti?view=grid&collections%5B%5D=2130209,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
fbb6afb33008,images_raw/fbb6afb33008.jpg,跟随我,Follow Me,惊奇,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/fbb6afb33008.jpg,unknown,Jean-Humbert Savoldelli,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
cdc74335c731,images_raw/cdc74335c731.jpg,危险之花,Perilous Bloom,恐惧,huangjiannan.artron.net,,,,unknown,黄建南,needs_manual_review: title matches multiple local source-folder files; verify exact image before releasing image files. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://huangjiannan.artron.net/works_index_21,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
feb7cc752aeb,images_raw/feb7cc752aeb.jpg,光辉者,The Luminous One,宁静,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/feb7cc752aeb.jpg,unknown,Robert Van Den Herik,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/robert-van-den-herik?view=grid&collections%5B0%5D=1744639&page=2,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
e8a22fc271c3,images_raw/e8a22fc271c3.jpg,牛&羊&马,"Cattle, Sheep, and Horse",恐惧,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/e8a22fc271c3.jpg,unknown,Artmajeur painting browsing page,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
26e786725d68,images_raw/26e786725d68.jpg,红荷,Red Lotus,快乐,guanpuxue.artron.net,,,,unknown,管朴学,Exact title/filename match in local source folders; exact work-page URL and license still require verification. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://guanpuxue.artron.net/,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
6e4f70e87e2a,images_raw/6e4f70e87e2a.jpg,双胞胎,Twins,恐惧,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/6e4f70e87e2a.jpg,unknown,Artmajeur painting browsing page,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
698916fa730e,images_raw/698916fa730e.jpg,恐惧与美丽,Fear and Beauty,厌恶,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/698916fa730e.jpg,unknown,Milos Hronec,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
0b504a914864,images_raw/0b504a914864.jpg,孤独的十三种形式,Thirteen Forms of Loneliness,恐惧,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/0b504a914864.jpg,unknown,Milos Hronec,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
49491744a221,images_raw/49491744a221.jpg,欧盟议会. 真理部,European Parliament: Ministry of Truth,恐惧,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/49491744a221.jpg,unknown,Dags Vidulejs,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.",https://www.artmajeur.com/dags-vidulejs?view=grid&collections%5B%5D=2194390,source_collection_inferred_from_local_title,local_title_or_translation_match,Source collection inferred from local add-pic folder using title_zh/title_en and translation-cache matching; exact work-page URL remains unverified.
b6a9dd8b160d,images_raw/b6a9dd8b160d.jpg,多肉植物,Succulents,悲伤,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/b6a9dd8b160d.jpg,unknown,Milos Hronec,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/milos-hronec?view=grid&collections%5B%5D=2390674,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
46a9f9cc9b63,images_raw/46a9f9cc9b63.jpg,佛说之二,Buddha Speaks II,敬畏,haiyang.artron.net,,,,unknown,海阳,Exact title/filename match in local source folders; exact work-page URL and license still require verification. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://haiyang.artron.net/works_index_1,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
bce662082939,images_raw/bce662082939.jpg,要,Want,恐惧,theartling.com,,,,unknown,TheArtling painting browsing page,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://theartling.com/en/art/painting,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
63f27c874c93,images_raw/63f27c874c93.jpg,衰亡与重生,Decline and Rebirth,宁静,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/63f27c874c93.jpg,unknown,Alex Senchenko,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/senchenko?view=grid&collections%5B%5D=1872680,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
55f16309af16,images_raw/55f16309af16.jpg,薛涛井,Xue Tao Well,宁静,daize.artron.net,,,,unknown,戴泽,Exact title/filename match in local source folders; exact work-page URL and license still require verification. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://daize.artron.net/,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
f1968e5f13bd,images_raw/f1968e5f13bd.jpg,阴谋,Conspiracy,恐惧,theartling.com,,,,unknown,TheArtling painting browsing page,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://theartling.com/en/art/painting,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
be09a41ed56d,images_raw/be09a41ed56d.jpg,想,Thoughts,惊奇,artist.artron.net,https://artist.artron.net/artists23462/2-385480.html#w,,,unknown,苏大朝,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://artist.artron.net/artists23462/sale-0-0-0-1-1/,exact_work_url_candidate,title_match_on_source_collection_page,Matched collection-page work title: 想.PNG
81f6410d0bc7,images_raw/81f6410d0bc7.jpg,超人,Superman,悲伤,theartling.com,,,,unknown,TheArtling painting browsing page,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://theartling.com/en/art/painting,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
44b1f11fdaae,images_raw/44b1f11fdaae.jpg,三重奏,Trio,恐惧,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/44b1f11fdaae.jpg,unknown,Jean Luc Michon,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/jean-luc-michon?view=grid&collections%5B%5D=2220361,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
4740a2f42eaa,images_raw/4740a2f42eaa.jpg,祷,Prayer,惊奇,artmajeur.com,,,,unknown,Artmajeur painting browsing page,"No local title/filename source match found yet. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
5ddc1f67ecc3,images_raw/5ddc1f67ecc3.jpg,月之泪,Tears of the Moon,悲伤,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/5ddc1f67ecc3.jpg,unknown,Jean-Humbert Savoldelli,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
315a945823c3,images_raw/315a945823c3.jpg,乡村的一部分,A Part of the Countryside,宁静,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/315a945823c3.jpg,unknown,Artmajeur painting browsing page,"title_filename_match_source_unresolved: title matched a local working-folder file, but the local folder does not identify the original source site/artist; verify before releasing image files. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://www.artmajeur.com/zh/yi-shu-pin/hui-hua,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
3d0784449964,images_raw/3d0784449964.jpg,花开见佛,Blossoms Reveal Buddha,宁静,theartling.com,,,,unknown,TheArtling painting browsing page,"No local title/filename source match found yet. supplementary_negative_source_fallback: broad website-level source link, not a redistribution license.",https://theartling.com/en/art/painting,source_site_homepage_fallback,broad_source_site_fallback,Fallback broad source-site link assigned for supplementary negative items; use title_zh/title_en to search within the source site. This is not an exact work-page URL.
5cc9e4ef008b,images_raw/5cc9e4ef008b.jpg,建筑纹理 2025,Architectural Texture 2025,惊奇,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/5cc9e4ef008b.jpg,unknown,Jean-Humbert Savoldelli,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/jean-humbert-savoldelli?view=grid&collections%5B%5D=1607818,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
a2cddf0e6eeb,images_raw/a2cddf0e6eeb.jpg,自我之蚀,Eclipse of the Self,悲伤,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/a2cddf0e6eeb.jpg,unknown,Bogdan Dide,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/bogdan-dide?view=grid&collections%5B%5D=1714582,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
ae1f62637d2b,images_raw/ae1f62637d2b.jpg,爵士乐队 1,Jazz Band 1,快乐,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/ae1f62637d2b.jpg,unknown,Jean Luc Michon,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/jean-luc-michon?view=grid&collections%5B%5D=2220361,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
27f70741ed56,images_raw/27f70741ed56.jpg,我爱你,Ti Amo,宁静,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/27f70741ed56.jpg,unknown,Antoine Alran,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/antoine-alran?view=grid&collections%5B%5D=2199799,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
b7968aedadc5,images_raw/b7968aedadc5.jpg,花卉节奏,Floral Rhythm,快乐,artmajeur.com,,,https://github.com/hmer-boop/multistage-affect/blob/main/data/release_subset/images/artmajeur/b7968aedadc5.jpg,unknown,Alex Senchenko,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://www.artmajeur.com/senchenko?view=grid&collections%5B%5D=1872680,blocked_or_dynamic_manual_check_needed,,Artmajeur pages returned Cloudflare/browser challenge during command-line access; exact work URL requires manual browser verification.
b83d22c85cbc,images_raw/b83d22c85cbc.jpg,坝上春色,Spring Colors on the Dam,宁静,artist.artron.net,https://artist.artron.net/artists5391/1-230309.html#w,,,unknown,苏阳阳,Exact title/filename match in local source folders; exact work-page URL and license still require verification.,https://artist.artron.net/artists5391/sale-0-0-0-1-1/,exact_work_url_candidate,title_match_on_source_collection_page,Matched collection-page work title: 苏阳阳油画作品：坝上春色
6321cf36a06c,images_raw/6321cf36a06c.jpg,阳光下,In the Sun,宁静,hanyuchen.artron.net,,,,unknown,韩玉臣,Exact title/filename match in local source folders; exact work-page URL and license still require verification. local_title_source_inference: source attribution checked against add pic folder names and title translation caches; not a redistribution license.,https://hanyuchen.artron.net/,no_work_url_match_on_collection_pages,,No matching work title found in crawled collection pages. Local add-pic folder confirms title-to-artist/source attribution; exact work-page URL remains unverified.
